Loan ID,Borrower ID,branch,Disbursement Date,Disbursement Amount,Savings,Salary,Interest Rate,n_guarantors,label,outcome
Loan2950030,Client132721,Nyanza,2023-06-19,1590000,40292,117639,13,3,0,Normal
Loan2950035,Client81246,Rusizi,2023-06-19,1485000,629405,96064,13,2,0,Normal
Loan2950044,Client158442,Nyagatare,2023-06-19,2740000,66941,186048,13,3,0,Normal
Loan2950048,Client127665,Rusizi,2023-06-19,1590000,278055,101120,13,2,0,Normal
Loan2950064,Client162181,Rusizi,2023-06-19,2400000,453318,172742,13,3,0,Normal
Loan2950065,Client22128,HQ,2023-06-19,1726001,382291,140562,14,3,0,Normal
Loan2950073,Client12377,HQ,2023-06-19,1832551,175658,84769,14,2,0,Normal
Loan2950108,Client160226,Gasabo,2023-06-19,1450000,79139,115938,13,2,0,Normal
Loan2950116,Client103408,Nyanza,2023-06-19,3500000,297389,250218,13,2,0,Normal
Loan2950120,Client160790,Rusizi,2023-06-19,1500000,41541,114513,13,2,0,Normal
Loan2950147,Client130685,Nyagatare,2023-06-19,3450000,119945,264431,13,2,0,Normal
Loan2950148,Client149983,Rusizi,2023-06-19,1520000,100370,101120,13,2,0,Normal
Loan2950149,Client18298,Nyagatare,2023-06-19,1940000,529138,122475,13,3,0,Normal
Loan2950158,Client162519,Nyagatare,2023-06-19,1100000,56952,108657,13,3,0,Normal
Loan2950163,Client91340,Nyagatare,2023-06-19,2160000,178605,136783,13,3,0,Normal
Loan2950165,Client8051,Nyagatare,2023-06-19,3500000,132804,272806,13,2,0,Normal
Loan2950175,Client49839,Rusizi,2023-06-19,1770000,620696,101595,13,3,0,Normal
Loan2950197,Client45934,Gasabo,2023-06-20,1770000,162112,137560,13,2,0,Normal
Loan2950199,Client42810,Rutsiro,2023-06-20,1950000,98691,149287,13,3,0,Normal
Loan2950201,Client65046,Rusizi,2023-06-20,3500000,2010077,235130,13,3,0,Normal
Loan2950210,Client141760,Nyanza,2023-06-20,3070000,382732,228890,13,3,0,Normal
Loan2950214,Client7848,Rutsiro,2023-06-20,2150000,311595,138871,13,3,0,Normal
Loan2950220,Client48322,Nyamagabe,2023-06-20,1540000,519119,106662,13,3,0,Normal
Loan2950230,Client109878,Nyanza,2023-06-20,1580000,509706,99276,13,2,0,Normal
Loan2950251,Client40744,Nyamagabe,2023-06-20,1780000,279604,141558,13,2,0,Normal
Loan2950256,Client145874,Rutsiro,2023-06-20,1600000,213235,103063,13,3,0,Normal
Loan2950270,Client150250,Nyanza,2023-06-20,1590000,103423,100041,13,2,0,Normal
Loan2950275,Client170285,Nyagatare,2023-06-20,1520000,181753,108885,13,3,0,Normal
Loan2950283,Client61313,Nyagatare,2023-06-20,1680000,77961,142199,13,3,0,Normal
Loan2950294,Client50161,Kicukiro,2023-06-20,2410000,145608,237985,13,3,0,Normal
Loan2950297,Client148332,Nyanza,2023-06-20,1590000,286639,100041,13,2,0,Normal
Loan2950298,Client172327,Ngororero,2023-06-20,1570000,128384,114424,13,3,0,Normal
Loan2950311,Client134004,Ngororero,2023-06-20,3280000,238713,214634,13,3,0,Normal
Loan2950316,Client60941,Nyagatare,2023-06-20,1620000,437008,126135,13,2,0,Normal
Loan2950317,Client7541,Nyanza,2023-06-20,1300000,630516,301899,13,3,0,Normal
Loan2950326,Client158456,Nyagatare,2023-06-20,1590000,328105,98962,13,3,0,Normal
Loan2950329,Client17302,Nyamagabe,2023-06-20,3500000,905215,277057,13,2,0,Normal
Loan2950330,Client137507,Nyanza,2023-06-20,840000,320895,100652,14,2,0,Normal
Loan2950348,Client5312,Rusizi,2023-06-20,2410000,164780,184710,13,2,0,Normal
Loan2950377,Client104220,Rusizi,2023-06-20,1770000,93294,128981,13,2,0,Normal
Loan2950378,Client165463,Rubavu,2023-06-20,1590000,69870,107599,13,3,0,Normal
Loan2950380,Client147058,Rubavu,2023-06-20,1590000,59537,105934,13,3,0,Normal
Loan2950384,Client1602,Rubavu,2023-06-20,3500000,4501005,248829,13,2,0,Normal
Loan2950393,Client150141,Rusizi,2023-06-20,1590000,107987,122389,13,3,0,Normal
Loan2950394,Client160024,Rutsiro,2023-06-20,1485000,57342,99691,13,2,0,Normal
Loan2950395,Client129841,Kicukiro,2023-06-20,3470000,1285013,281500,14,3,1,Written off
Loan2950397,Client159588,Rusizi,2023-06-20,1540000,88112,119539,13,3,0,Normal
Loan2950399,Client80022,Nyamagabe,2023-06-20,1680000,256921,132335,13,2,0,Normal
Loan2950408,Client157994,Ngororero,2023-06-20,1000000,308312,97795,13,3,0,Normal
Loan2950449,Client101294,Gasabo,2023-06-20,1700000,69976,143200,13,2,0,Normal
Loan2950450,Client7653,Nyamagabe,2023-06-20,2920000,1255203,223669,13,3,0,Normal
Loan2950452,Client120956,Ngororero,2023-06-20,2900000,332732,230514,13,3,0,Normal
Loan2950467,Client102090,Nyarugenge,2023-06-20,2150000,170829,155958,14,2,0,Normal
Loan2950474,Client123548,Rusizi,2023-06-20,3500000,248239,231464,13,2,0,Normal
Loan2950490,Client86859,Nyanza,2023-06-20,3050000,856619,231517,13,2,0,Normal
Loan2950491,Client49958,Rusizi,2023-06-20,3430000,116700,229790,13,3,0,Normal
Loan2950516,Client121090,Nyarugenge,2023-06-20,2800000,631339,186697,13,2,0,Normal
Loan2950522,Client63822,Rusizi,2023-06-20,2280000,190970,265678,13,2,0,Normal
Loan2950523,Client118297,Rubavu,2023-06-20,1680000,90601,128452,13,2,0,Normal
Loan2950533,Client165346,Rusizi,2023-06-20,1450000,49706,106438,13,3,0,Normal
Loan2950560,Client174172,Rusizi,2023-06-20,1590000,71856,107232,13,3,0,Normal
Loan2950575,Client161184,Nyarugenge,2023-06-20,1600000,54233,116525,13,2,0,Normal
Loan2950627,Client31883,Kicukiro,2023-06-21,3400000,686348,230989,13,2,0,Normal
Loan2950645,Client163536,Gasabo,2023-06-21,2500000,657641,192396,14,2,0,Normal
Loan2950661,Client161769,Gasabo,2023-06-21,2500000,234788,228865,14,3,0,Normal
Loan2950686,Client79404,Nyamagabe,2023-06-21,3180000,1058489,226900,13,2,0,Normal
Loan2950690,Client139180,Nyanza,2023-06-21,2880000,215389,216540,13,3,0,Normal
Loan2950706,Client146107,Rubavu,2023-06-21,1590000,51935,113044,13,3,0,Normal
Loan2950709,Client9310,Gasabo,2023-06-21,3500000,207869,312613,14,3,0,Normal
Loan2950725,Client344,HQ,2023-06-21,1724605,284279,84769,14,2,0,Normal
Loan2950728,Client80842,HQ,2023-06-21,1724605,411817,59208,14,2,0,Normal
Loan2950737,Client189627,Kicukiro,2023-06-21,2500000,156369,175011,14,2,0,Normal
Loan2950749,Client99431,Nyamagabe,2023-06-21,2500000,176613,214261,13,2,0,Normal
Loan2950752,Client175422,Rusizi,2023-06-21,1590000,53226,102163,13,3,0,Normal
Loan2950759,Client79991,Nyagatare,2023-06-21,3120000,306929,294776,13,2,0,Normal
Loan2950766,Client49661,Ngororero,2023-06-21,1800000,2016992,254924,13,2,0,Normal
Loan2950768,Client100089,Kicukiro,2023-06-21,1600000,83496,108407,13,3,0,Normal
Loan2950770,Client13984,Nyarugenge,2023-06-21,1570000,285236,125730,13,3,0,Normal
Loan2950779,Client156954,Nyagatare,2023-06-21,1000000,201534,98962,13,3,0,Normal
Loan2950783,Client24809,Rusizi,2023-06-21,3500000,229288,246690,13,3,0,Normal
Loan2950787,Client42979,Rutsiro,2023-06-21,1800000,313793,140386,13,3,0,Normal
Loan2950797,Client49080,Ngororero,2023-06-21,1690000,138040,107771,13,2,0,Normal
Loan2950798,Client45879,Rusizi,2023-06-21,1725000,490731,137723,13,2,0,Normal
Loan2950809,Client186294,Rubavu,2023-06-21,615000,715102,133186,14,1,0,Normal
Loan2950815,Client66129,Ngororero,2023-06-21,1640000,229239,120856,13,3,0,Normal
Loan2950843,Client128409,Nyamagabe,2023-06-21,3020000,162611,239778,13,3,0,Normal
Loan2950872,Client147230,Rutsiro,2023-06-21,1600000,61983,101638,13,2,0,Normal
Loan2950878,Client149389,Nyanza,2023-06-21,1470000,64209,100041,13,2,0,Normal
Loan2950889,Client119443,Rutsiro,2023-06-21,2770000,457337,198454,13,3,0,Normal
Loan2950895,Client49483,Ngororero,2023-06-21,3500000,1264941,363834,13,3,0,Normal
Loan2950910,Client46740,Ngororero,2023-06-21,2820000,1755735,259674,13,3,0,Normal
Loan2950925,Client55885,Rubavu,2023-06-21,2680000,571600,179750,13,3,0,Normal
Loan2950934,Client149940,Rusizi,2023-06-21,1520000,262928,97795,13,2,0,Normal
Loan2950937,Client68876,Ngororero,2023-06-21,1600000,153370,123045,13,2,0,Normal
Loan2950957,Client167786,Rusizi,2023-06-21,1570000,283118,114515,13,2,0,Normal
Loan2950958,Client158002,Ngororero,2023-06-21,1570000,274695,102545,13,2,0,Normal
Loan2950972,Client88723,Rusizi,2023-06-21,1760000,486572,128060,13,3,0,Normal
Loan2950985,Client162256,Nyanza,2023-06-21,1520000,127278,111982,13,3,0,Normal
Loan2950987,Client127376,Nyamagabe,2023-06-21,2310000,162553,158397,14,3,0,Normal
Loan2950988,Client12165,Rusizi,2023-06-21,2260000,445922,174213,13,2,0,Normal
Loan2951016,Client65308,Rusizi,2023-06-21,3380000,1339722,223864,13,3,0,Normal
Loan2951034,Client125818,Rubavu,2023-06-22,2500000,88550,210000,14,3,0,Normal
Loan2951037,Client142879,Kicukiro,2023-06-22,1350000,32320,103389,13,3,0,Normal
Loan2951043,Client135306,Nyanza,2023-06-22,2350000,282596,151022,13,3,0,Normal
Loan2951086,Client172405,Rutsiro,2023-06-22,1600000,43436,107820,13,2,0,Normal
Loan2951102,Client188769,Gasabo,2023-06-22,2500000,175028,300630,14,3,0,Normal
Loan2951109,Client96598,Rutsiro,2023-06-22,3500000,232879,238700,13,3,0,Normal
Loan2951117,Client155886,Gasabo,2023-06-22,1590000,64324,116257,13,3,0,Normal
Loan2951119,Client45924,Rusizi,2023-06-22,1760000,181103,132810,13,3,0,Normal
Loan2951121,Client118210,Rubavu,2023-06-22,1410000,510029,107377,13,2,0,Normal
Loan2951130,Client23143,Rutsiro,2023-06-22,1830000,139840,242933,13,3,0,Normal
Loan2951166,Client152238,Nyanza,2023-06-22,1590000,320472,136135,13,3,0,Normal
Loan2951189,Client131502,Kicukiro,2023-06-22,3400000,1091139,228865,14,3,0,Normal
Loan2951193,Client88966,Rubavu,2023-06-22,3500000,1748848,247853,13,3,0,Normal
Loan2951212,Client13772,Rubavu,2023-06-22,2010000,222068,279292,13,2,0,Normal
Loan2951216,Client78636,Nyagatare,2023-06-22,1720000,112265,137275,13,3,0,Normal
Loan2951232,Client86557,Nyanza,2023-06-22,3270000,1790092,246870,13,2,0,Normal
Loan2951234,Client55920,Nyagatare,2023-06-22,1740000,144641,124563,13,3,0,Normal
Loan2951257,Client91176,Rubavu,2023-06-22,3500000,163902,268446,13,3,0,Normal
Loan2951294,Client46497,Rubavu,2023-06-22,1850000,75122,142462,13,3,0,Normal
Loan2951295,Client167536,Rutsiro,2023-06-22,1600000,25819,114513,13,3,0,Normal
Loan2951303,Client125546,Nyamagabe,2023-06-22,1550000,113847,254635,13,3,0,Normal
Loan2951325,Client44198,Nyagatare,2023-06-22,1630000,274110,137924,13,3,0,Normal
Loan2951326,Client150129,Nyanza,2023-06-22,1590000,43031,100041,13,3,0,Normal
Loan2951327,Client88349,Ngororero,2023-06-22,2300000,257935,151104,13,3,0,Normal
Loan2951329,Client111279,Nyagatare,2023-06-22,1680000,263705,105248,13,2,0,Normal
Loan2951335,Client120200,Nyagatare,2023-06-22,380000,121056,30000,14,2,0,Normal
Loan2951339,Client47216,Nyarugenge,2023-06-22,2300000,43669,150000,14,2,0,Normal
Loan2951389,Client162826,Nyamagabe,2023-06-22,1800000,113108,210845,13,3,0,Normal
Loan2951400,Client190898,Kicukiro,2023-06-22,950000,169843,289925,14,2,0,Normal
Loan2951437,Client104639,Nyagatare,2023-06-22,2760000,88957,197794,13,3,0,Normal
Loan2951446,Client126067,Nyagatare,2023-06-22,2760000,144997,236061,13,3,0,Normal
Loan2951448,Client190848,Nyarugenge,2023-06-22,1720000,513643,281500,14,3,1,Written off
Loan2951449,Client146480,Rutsiro,2023-06-22,1100000,156442,103063,13,3,0,Normal
Loan2951452,Client92782,Rusizi,2023-06-22,3500000,118355,250690,13,2,0,Normal
Loan2951453,Client80053,Nyamagabe,2023-06-22,3000000,1151317,305715,13,3,0,Normal
Loan2951460,Client82278,Rubavu,2023-06-22,3500000,503049,276917,13,2,0,Normal
Loan2951461,Client143647,Nyamagabe,2023-06-22,1448000,111499,100515,13,3,0,Normal
Loan2951478,Client11701,Nyarugenge,2023-06-22,2050000,213539,159990,13,2,0,Normal
Loan2951479,Client166269,Nyamagabe,2023-06-22,1200000,94337,106711,13,2,0,Normal
Loan2951484,Client86728,Rutsiro,2023-06-22,2700000,315136,213183,13,3,0,Normal
Loan2951490,Client128779,Nyamagabe,2023-06-22,3000000,99468,231653,13,2,0,Normal
Loan2951525,Client182913,Kicukiro,2023-06-22,1610000,91163,235900,14,3,0,Normal
Loan2951545,Client149805,Nyanza,2023-06-22,1540000,193097,97191,13,2,0,Normal
Loan2951584,Client52138,Nyamagabe,2023-06-22,2700000,112899,142508,13,1,0,Normal
Loan2951587,Client148118,Nyanza,2023-06-22,1470000,98055,122389,13,3,0,Normal
Loan2951735,Client42780,Rutsiro,2023-06-23,2080000,101830,134121,13,3,0,Normal
Loan2951742,Client17674,Nyamagabe,2023-06-23,1870000,939217,120904,13,3,0,Normal
Loan2951758,Client82940,Nyanza,2023-06-23,1850000,113191,142511,13,3,0,Normal
Loan2951779,Client122334,Rusizi,2023-06-23,2430000,478339,157464,13,3,0,Normal
Loan2951821,Client190786,Gasabo,2023-06-23,1060000,479536,228865,14,1,0,Normal
Loan2951826,Client168831,Rusizi,2023-06-23,1590000,57745,114513,13,3,0,Normal
Loan2951827,Client75997,Rubavu,2023-06-23,3370000,797374,261176,13,3,0,Normal
Loan2951832,Client145185,Nyamagabe,2023-06-23,1550000,51936,122621,13,2,0,Normal
Loan2951837,Client37047,Gasabo,2023-06-23,3500000,457228,351538,13,3,0,Normal
Loan2951841,Client88810,Nyamagabe,2023-06-23,2700000,466952,175847,13,2,0,Normal
Loan2951849,Client121549,Nyagatare,2023-06-23,3500000,89877,284431,13,2,0,Normal
Loan2951865,Client10139,Nyagatare,2023-06-23,2000000,786120,129551,13,3,0,Normal
Loan2951868,Client146874,Rubavu,2023-06-23,1590000,45364,101163,13,2,0,Normal
Loan2951889,Client65560,Ngororero,2023-06-23,3500000,310146,271436,13,3,0,Normal
Loan2951891,Client166394,Rusizi,2023-06-23,1500000,56391,103375,13,3,0,Normal
Loan2951926,Client168897,Rusizi,2023-06-23,1200000,113126,102000,13,3,0,Normal
Loan2951935,Client157235,Nyagatare,2023-06-23,1590000,57398,122289,13,3,0,Normal
Loan2951936,Client129161,Rubavu,2023-06-23,1515000,113516,96187,13,3,0,Normal
Loan2951942,Client108719,Nyanza,2023-06-23,3380000,1514767,250693,13,2,0,Normal
Loan2951943,Client47276,Ngororero,2023-06-23,2730000,109041,249265,13,3,0,Normal
Loan2951952,Client134216,Gasabo,2023-06-23,1590000,62986,103235,13,2,0,Normal
Loan2951973,Client132171,Nyagatare,2023-06-23,3470000,108401,208940,13,2,0,Normal
Loan2951974,Client158224,Ngororero,2023-06-23,1570000,136515,101120,13,3,0,Normal
Loan2951981,Client132426,Rubavu,2023-06-23,2290000,124182,197794,13,2,0,Normal
Loan2951987,Client170445,Nyagatare,2023-06-23,3500000,122165,238228,13,3,0,Normal
Loan2951999,Client170093,Nyamagabe,2023-06-23,3500000,139441,212109,13,2,0,Normal
Loan2952013,Client158424,Gasabo,2023-06-23,918000,27458,64662,14,2,0,Normal
Loan2952016,Client141141,Nyagatare,2023-06-23,2470000,99440,156915,13,3,0,Normal
Loan2952054,Client40436,Ngororero,2023-06-23,1640000,114002,114664,13,3,0,Normal
Loan2952136,Client154626,Rubavu,2023-06-23,1590000,62073,101163,13,2,0,Normal
Loan2952154,Client107964,Kicukiro,2023-06-23,2500000,132527,228865,14,2,0,Normal
Loan2952216,Client99979,Nyarugenge,2023-06-23,3500000,1176953,272190,13,2,0,Normal
Loan2952242,Client70282,Rubavu,2023-06-23,1760000,67687,101068,13,2,0,Normal
Loan2952252,Client24783,Rusizi,2023-06-23,1810000,305239,237326,13,2,0,Normal
Loan2952259,Client86918,Nyarugenge,2023-06-23,3500000,329324,287578,13,3,0,Normal
Loan2952270,Client164411,Nyagatare,2023-06-23,3500000,102298,252070,13,2,0,Normal
Loan2952277,Client174842,Nyanza,2023-06-23,3500000,611607,250805,13,3,0,Normal
Loan2952310,Client55445,Rubavu,2023-06-23,2700000,148999,259650,14,2,0,Normal
Loan2952316,Client24797,Rusizi,2023-06-23,2990000,831823,208707,13,3,0,Normal
Loan2952319,Client77938,Rusizi,2023-06-23,1655000,758903,277011,13,3,0,Normal
Loan2952327,Client162041,Rusizi,2023-06-23,1540000,212208,112993,13,3,0,Normal
Loan2952413,Client31815,Rusizi,2023-06-24,2500000,634282,194081,13,3,0,Normal
Loan2952556,Client126373,Rusizi,2023-06-24,3500000,371909,190328,13,3,0,Normal
Loan2952608,Client70317,Rusizi,2023-06-24,2000000,929673,231464,13,2,0,Normal
Loan2952665,Client162956,Rusizi,2023-06-24,1590000,316460,114976,13,2,0,Normal
Loan2952795,Client125695,Rusizi,2023-06-26,3500000,896541,230989,13,3,0,Normal
Loan2952912,Client48901,Rubavu,2023-06-26,3500000,397196,248549,13,2,0,Normal
Loan2952916,Client70091,Rutsiro,2023-06-26,1570000,158414,123948,13,2,0,Normal
Loan2952933,Client163490,Kicukiro,2023-06-26,2350000,537183,277005,14,2,0,Normal
Loan2952935,Client5752,Gasabo,2023-06-26,1590000,123125,101395,13,3,0,Normal
Loan2952955,Client123066,Rutsiro,2023-06-26,1570000,87604,101543,13,3,0,Normal
Loan2953036,Client28729,Nyamagabe,2023-06-26,3000000,838957,228669,13,2,0,Normal
Loan2953037,Client3851,Gasabo,2023-06-26,3500000,722145,314510,14,3,0,Normal
Loan2953083,Client61967,Gasabo,2023-06-26,3480000,1189667,229695,13,3,0,Normal
Loan2953094,Client167928,Nyanza,2023-06-26,1590000,79005,100602,13,2,0,Normal
Loan2953121,Client15638,Rusizi,2023-06-26,2000000,1157922,140148,13,3,0,Normal
Loan2953140,Client86849,Nyanza,2023-06-26,1550000,61741,107197,13,3,0,Normal
Loan2953162,Client26007,Nyamagabe,2023-06-26,1500000,226208,117895,13,3,0,Normal
Loan2953188,Client40288,Ngororero,2023-06-26,1690000,158068,131699,13,3,0,Normal
Loan2953212,Client104074,Nyagatare,2023-06-26,3500000,304201,344163,13,3,0,Normal
Loan2953229,Client166702,Rusizi,2023-06-26,1520000,282407,160276,13,2,0,Normal
Loan2953237,Client166430,Nyanza,2023-06-26,1590000,52624,114256,13,3,0,Normal
Loan2953240,Client62199,Nyagatare,2023-06-26,3500000,1149914,237480,13,2,0,Normal
Loan2953259,Client64578,Rusizi,2023-06-26,1770000,341252,129960,13,2,0,Normal
Loan2953268,Client157670,Gasabo,2023-06-26,1590000,58052,100646,13,3,0,Normal
Loan2953325,Client83123,Nyanza,2023-06-26,3200000,209181,238327,13,3,0,Normal
Loan2953336,Client171425,Rutsiro,2023-06-26,3500000,612212,259995,13,2,0,Normal
Loan2953423,Client7408,Nyarugenge,2023-06-26,3500000,1689536,288696,13,2,0,Normal
Loan2953464,Client82673,Gasabo,2023-06-26,3500000,1902714,309032,14,3,0,Normal
Loan2953498,Client159593,Kicukiro,2023-06-26,1500000,52825,121996,13,3,0,Normal
Loan2953527,Client167070,Rusizi,2023-06-26,1405000,65342,97413,13,2,0,Normal
Loan2953537,Client78717,Nyagatare,2023-06-26,1100000,118034,110730,13,2,0,Normal
Loan2953539,Client133989,Gasabo,2023-06-26,3250000,867577,171940,14,2,0,Normal
Loan2953543,Client169264,Nyagatare,2023-06-26,1590000,115743,113885,13,3,0,Normal
Loan2953550,Client159644,Nyanza,2023-06-26,2760000,173391,177897,13,2,0,Normal
Loan2953557,Client148590,Nyanza,2023-06-26,1590000,212725,100041,13,3,0,Normal
Loan2953558,Client103961,Rusizi,2023-06-26,3450000,209748,226714,13,3,0,Normal
Loan2953586,Client78979,Rusizi,2023-06-26,2100000,723547,295802,13,3,0,Normal
Loan2953596,Client166017,Nyanza,2023-06-26,2840000,117337,213743,13,3,0,Normal
Loan2953707,Client116942,Nyanza,2023-06-27,1580000,55665,99751,13,3,0,Normal
Loan2953720,Client127113,Nyanza,2023-06-27,1590000,148018,100041,13,3,0,Normal
Loan2953725,Client166331,Rusizi,2023-06-27,1590000,66110,114382,13,2,0,Normal
Loan2953737,Client123032,Gasabo,2023-06-27,2800000,158202,229132,13,3,0,Normal
Loan2953754,Client168511,Gasabo,2023-06-27,3500000,672440,236600,14,2,0,Normal
Loan2953759,Client27276,Nyagatare,2023-06-27,2700000,1281369,173065,13,2,0,Normal
Loan2953765,Client116919,Nyanza,2023-06-27,1680000,195199,106401,13,2,0,Normal
Loan2953780,Client123706,Nyanza,2023-06-27,1590000,297414,99566,13,3,0,Normal
Loan2953796,Client24253,Nyamagabe,2023-06-27,3380000,527941,221069,13,2,0,Normal
Loan2953799,Client76053,Rubavu,2023-06-27,3500000,1999671,268446,13,2,0,Normal
Loan2954813,Client113155,Rubavu,2023-06-27,1440000,50899,102842,13,2,0,Normal
Loan2954814,Client7515,Gasabo,2023-06-27,2200000,92635,207400,14,3,0,Normal
Loan2954832,Client105460,Gasabo,2023-06-27,3500000,380377,228865,14,3,0,Normal
Loan2954843,Client40743,Nyamagabe,2023-06-27,1780000,114323,139403,13,3,0,Normal
Loan2954875,Client100659,Rutsiro,2023-06-27,1750000,147378,129180,13,2,0,Normal
Loan2954877,Client17039,Rubavu,2023-06-27,3180000,1535533,207901,13,2,0,Normal
Loan2954908,Client42909,Rutsiro,2023-06-27,1750000,747931,113648,13,3,0,Normal
Loan2954928,Client59309,Gasabo,2023-06-27,2930000,171093,228957,13,2,0,Normal
Loan2954958,Client63177,Nyamagabe,2023-06-27,3500000,752937,228669,13,2,0,Normal
Loan2954993,Client59429,Nyanza,2023-06-27,1810000,198343,141086,13,2,0,Normal
Loan2955051,Client170818,Nyagatare,2023-06-27,2000000,138866,250690,13,3,0,Normal
Loan2955073,Client173606,Gasabo,2023-06-27,1324000,44196,108410,14,3,0,Normal
Loan2955120,Client156333,Gasabo,2023-06-27,1590000,52117,123814,13,3,0,Normal
Loan2955128,Client48303,Rusizi,2023-06-27,1775000,360644,250710,13,3,0,Normal
Loan2955153,Client62195,Rusizi,2023-06-27,3500000,1046392,232339,13,2,0,Normal
Loan2955157,Client141012,Nyamagabe,2023-06-27,2750000,698132,114931,13,3,0,Normal
Loan2955181,Client188777,Nyamagabe,2023-06-27,1760000,281241,130010,14,3,0,Normal
Loan2955191,Client144100,Nyamagabe,2023-06-27,1550000,31761,100515,13,3,0,Normal
Loan2955215,Client156750,Gasabo,2023-06-27,1590000,-9253,115938,13,2,0,Normal
Loan2955223,Client134047,Rusizi,2023-06-27,2770000,265904,180700,13,2,0,Normal
Loan2955253,Client54529,Rusizi,2023-06-27,1725000,179670,132755,13,2,0,Normal
Loan2955304,Client51167,Nyagatare,2023-06-27,1770000,15591,128481,13,1,0,Normal
Loan2955319,Client168521,Nyanza,2023-06-27,1590000,291943,228890,13,3,0,Normal
Loan2955417,Client160352,Gasabo,2023-06-27,1590000,316052,116257,13,3,0,Normal
Loan2955460,Client174238,Rutsiro,2023-06-27,3090000,264051,238800,13,3,0,Normal
Loan2955522,Client65280,Rusizi,2023-06-29,3200000,357096,240405,13,2,0,Normal
Loan2955547,Client125913,Rubavu,2023-06-29,1580000,141937,115270,13,3,0,Normal
Loan2955608,Client175146,Nyagatare,2023-06-29,1590000,34180,114832,13,3,0,Normal
Loan2955617,Client130198,Nyagatare,2023-06-29,2750000,311319,191787,13,3,0,Normal
Loan2955620,Client111042,Nyamagabe,2023-06-29,1650000,76987,104874,13,2,0,Normal
Loan2955659,Client52779,Nyagatare,2023-06-29,1700000,77037,136135,13,3,0,Normal
Loan2955679,Client47520,Nyagatare,2023-06-29,3500000,136799,279670,13,2,0,Normal
Loan2955742,Client155746,Rusizi,2023-06-29,1500000,305351,94038,13,2,0,Normal
Loan2955796,Client155965,Gasabo,2023-06-29,1500000,156791,101395,13,3,0,Normal
Loan2955814,Client170810,Nyagatare,2023-06-29,1590000,65052,114832,13,3,0,Normal
Loan2955847,Client56321,Rutsiro,2023-06-29,1700000,232880,113648,13,2,0,Normal
Loan2955862,Client97715,Rutsiro,2023-06-29,3500000,196165,266000,13,2,0,Normal
Loan2955874,Client189113,Rutsiro,2023-06-29,1200000,78676,160276,13,3,0,Normal
Loan2955877,Client157809,Ngororero,2023-06-29,600000,100489,94945,13,3,0,Normal
Loan2955902,Client138080,Rubavu,2023-06-29,3500000,464628,285086,13,2,0,Normal
Loan2955909,Client157980,Nyagatare,2023-06-29,1590000,102053,114013,13,3,0,Normal
Loan2955920,Client73860,Rubavu,2023-06-29,1850000,75541,142657,13,2,0,Normal
Loan2955957,Client132332,Nyagatare,2023-06-29,1590000,65092,113882,13,3,0,Normal
Loan2955963,Client8692,Rubavu,2023-06-29,2090000,335123,155768,13,3,0,Normal
Loan2955966,Client68983,Nyamagabe,2023-06-29,1710000,152178,133705,13,3,0,Normal
Loan2955973,Client49434,Nyagatare,2023-06-29,1620000,379780,127030,13,3,0,Normal
Loan2955977,Client127845,Nyamagabe,2023-06-29,2150000,75376,140572,13,3,0,Normal
Loan2955991,Client156931,Nyagatare,2023-06-29,1590000,255741,98962,13,3,0,Normal
Loan2956021,Client76288,Ngororero,2023-06-29,2480000,1359765,168202,13,3,0,Normal
Loan2956030,Client158056,Nyagatare,2023-06-29,1520000,53050,94212,13,2,0,Normal
Loan2956042,Client169867,Nyagatare,2023-06-29,1590000,221146,113882,13,3,0,Normal
Loan2956068,Client125625,Nyagatare,2023-06-29,1590000,45044,98962,13,3,0,Normal
Loan2956075,Client155685,Rusizi,2023-06-29,1600000,71645,114737,13,3,0,Normal
Loan2956107,Client171154,Nyagatare,2023-06-29,1590000,101039,115938,13,3,0,Normal
Loan2956122,Client41418,Nyarugenge,2023-06-29,3400000,85303,199000,14,3,1,Written off
Loan2956141,Client120801,Nyagatare,2023-06-29,1590000,61570,127703,13,3,0,Normal
Loan2956149,Client61861,Nyagatare,2023-06-29,2180000,371640,242305,13,3,0,Normal
Loan2956644,Client156046,Nyagatare,2023-06-30,1380000,282221,89462,13,3,0,Normal
Loan2956676,Client53864,Nyanza,2023-06-30,1650000,683177,103397,13,2,0,Normal
Loan2956819,Client69916,Nyanza,2023-06-30,3500000,241460,271381,13,2,0,Normal
Loan2956847,Client171745,Rutsiro,2023-06-30,1450000,32975,103244,13,3,0,Normal
Loan2956894,Client149767,Nyanza,2023-06-30,1440000,136869,100041,13,3,0,Normal
Loan2957089,Client105339,Kicukiro,2023-06-30,3500000,398561,301440,13,2,0,Normal
Loan2957121,Client68170,Gasabo,2023-06-30,3500000,326801,160276,13,2,0,Normal
Loan2957143,Client124012,Rutsiro,2023-06-30,3500000,309033,286053,13,3,0,Normal
Loan2957247,Client142917,Gasabo,2023-06-30,1590000,56306,119064,13,3,0,Normal
Loan2957251,Client161502,Nyagatare,2023-06-30,3230000,252932,221228,13,2,0,Normal
Loan2957283,Client167972,Rusizi,2023-06-30,1446000,47604,96000,13,2,0,Normal
Loan2957290,Client9266,Gasabo,2023-06-30,2080000,224304,135202,13,2,0,Normal
Loan2957294,Client93395,Rubavu,2023-06-30,3500000,185561,271387,13,3,0,Normal
